timestamp,close,open,high,low,volume,sma_20,sma_50,sma_200,ema_20,ema_50,bb_middle,bb_upper,bb_lower,volume_ma,atr_10
2016-01-21,1868.99,1868.99,1878.3349499999997,1859.64505,0,,,,1868.99,1868.99,,,,,
2016-01-22,1906.9,1906.9,1916.4344999999998,1897.3655,0,,,,1872.6004761904762,1870.4766666666667,,,,,
2016-01-25,1877.08,1877.08,1886.4653999999998,1867.6945999999998,0,,,,1873.027097505669,1870.7356209150325,,,,,
2016-01-26,1903.63,1903.63,1913.14815,1894.11185,0,,,,1875.9416596479864,1872.0255965654235,,,,,
2016-01-27,1882.95,1882.95,1892.36475,1873.5352500000001,0,,,,1876.6091206338924,1872.45400454325,,,,,
2016-01-28,1893.36,1893.36,1902.8267999999996,1883.8932,0,,,,1878.2044424782835,1873.2738475023382,,,,,
2016-01-29,1940.24,1940.24,1949.9411999999998,1930.5388,0,,,,1884.1125908136848,1875.8999711296974,,,,,
2016-02-01,1939.38,1939.38,1949.0768999999998,1929.6831000000002,0,,,,1889.3761535933338,1878.389384026572,,,,,
2016-02-02,1903.03,1903.03,1912.5451499999997,1893.51485,0,,,,1890.6765199177783,1879.3556826921968,,,,,
2016-02-03,1912.53,1912.53,1922.0926499999998,1902.96735,0,,,,1892.7578037351327,1880.6566363121105,,,,,33.23449499999988
2016-02-04,1915.45,1915.45,1925.0272499999999,1905.87275,0,,,,1894.9189652841676,1882.0210819469296,,,,,33.280954999999906
2016-02-05,1880.05,1880.05,1889.4502499999996,1870.64975,0,,,,1893.502873352342,1881.9437846156775,,,,,33.01652999999992
2016-02-08,1853.44,1853.44,1862.7071999999998,1844.1728,0,,,,1889.6873616044998,1880.825989140553,,,,,32.683709999999884
2016-02-09,1852.21,1852.21,1861.4710499999999,1842.94895,0,,,,1886.1180890707378,1879.7037934879825,,,,,30.92910499999987
2016-02-10,1851.86,1851.86,1861.1192999999996,1842.6007,0,,,,1882.8554139211437,1878.6118800178654,,,,,29.771489999999837
2016-02-11,1829.08,1829.08,1838.2253999999998,1819.9345999999998,0,,,,1877.7339459286538,1876.669453350498,,,,,30.97634999999989
2016-02-12,1864.78,1864.78,1874.1038999999998,1855.4560999999999,0,,,,1876.5002367925917,1876.2032002779297,,,,,29.820619999999895
2016-02-16,1895.58,1895.58,1905.0578999999998,1886.1020999999998,0,,,,1878.3173570980591,1876.9630747768344,,,,,31.909029999999916
2016-02-17,1926.82,1926.82,1936.4540999999997,1917.1859,0,,,,1882.9366564220536,1878.9182483149978,,,,,31.409924999999884
2016-02-18,1917.83,1917.83,1927.4191499999997,1908.24085,0,1890.7595000000001,,,1886.2598320009056,1880.4441993614685,1890.7595000000001,1952.7335986558946,1828.7854013441056,0.0,31.41522499999987
2016-02-19,1917.78,1917.78,1927.3688999999997,1908.1911,0,1893.199,,,1889.2617527627242,1881.9083484061168,1893.199,1955.4056511590286,1830.9923488409715,0.0,31.417554999999858
2016-02-22,1945.5,1945.5,1955.2274999999997,1935.7725,0,1895.1290000000001,,,1894.6177763091314,1884.4021386647005,1895.1290000000001,1961.3886163110249,1828.8693836889754,0.0,30.68227999999983
2016-02-23,1921.27,1921.27,1930.8763499999998,1911.66365,0,1897.3384999999998,,,1897.1560833273093,1885.8479371484377,1897.3384999999998,1964.0098025221496,1830.66719747785,0.0,30.478194999999847
2016-02-24,1929.8,1929.8,1939.4489999999998,1920.1509999999998,0,1898.6470000000002,,,1900.2650277723274,1887.5715474563422,1898.6470000000002,1966.8478949161845,1830.4461050838158,0.0,30.555784999999855
2016-02-25,1951.7,1951.7,1961.4584999999997,1941.9415000000001,0,1902.0844999999997,,,1905.1635965559153,1890.086388732564,1902.0844999999997,1973.7942463756715,1830.374753624328,0.0,31.86977499999987
2016-02-26,1948.05,1948.05,1957.7902499999998,1938.30975,0,1904.819,,,1909.2480159315426,1892.3594715273657,1904.819,1979.247386180769,1830.390613819231,0.0,30.62528499999985
2016-02-29,1932.23,1932.23,1941.89115,1922.56885,0,1904.4184999999998,,,1911.4367763190148,1893.9230216635474,1904.4184999999998,1978.1270795977357,1830.7099204022638,0.0,28.671009999999843
2016-03-01,1978.35,1978.35,1988.2417499999997,1968.45825,0,1906.3670000000002,,,1917.8094642886324,1897.2338835590945,1906.3670000000002,1985.8047108113483,1826.929289188652,0.0,30.244394999999827
2016-03-02,1986.45,1986.45,1996.3822499999999,1976.51775,0,1910.538,,,1924.3466581659056,1900.7325547920714,1910.538,1997.6294444042642,1823.4465555957358,0.0,28.14343499999984
2016-03-03,1993.4,1993.4,2003.367,1983.433,0,1914.5814999999998,,,1930.9231669120097,1904.366572251206,1914.5814999999998,2009.2426837916792,1819.9203162083204,0.0,28.219004999999857
2016-03-04,1999.99,1999.99,2009.98995,1989.99005,0,1918.8084999999999,,,1937.5009605394375,1908.116510594296,1918.8084999999999,2020.8920784051477,1816.724921594852,0.0,28.301214999999864
2016-03-07,2001.76,2001.76,2011.7687999999998,1991.7512,0,1924.8939999999998,,,1943.620869059491,1911.7888042964805,1924.8939999999998,2031.6530346035108,1818.1349653964887,0.0,26.55822499999988
2016-03-08,1979.26,1979.26,1989.1562999999999,1969.3636999999999,0,1931.1850000000002,,,1947.0150720062063,1914.4347335397558,1931.1850000000002,2035.0032001080938,1827.3667998919066,0.0,26.414219999999887
2016-03-09,1989.26,1989.26,1999.2062999999998,1979.3137,0,1938.0375,,,1951.0383984818059,1917.3690577146674,1938.0375,2037.924866647587,1838.150133352413,0.0,26.47904999999987
2016-03-10,1989.57,1989.57,1999.5178499999997,1979.62215,0,1944.923,,,1954.7080748168719,1920.200467216053,1944.923,2038.5897029755813,1851.2562970244187,0.0,25.302769999999875
2016-03-11,2022.19,2022.19,2032.3009499999998,2012.07905,0,1954.5785,,,1961.1349248343126,1924.200056736992,1954.5785,2037.1170504253362,1872.039949574664,0.0,27.627814999999874
2016-03-14,2019.64,2019.64,2029.7381999999998,2009.5418000000002,0,1962.3215,,,1966.7068367548543,1927.9427996100515,1962.3215,2038.1746207490396,1886.4683792509604,0.0,27.09933999999985
2016-03-15,2015.93,2015.93,2026.0096499999997,2005.8503500000002,0,1968.339,,,1971.394757063916,1931.393278056716,1968.339,2040.923314646014,1895.754685353986,0.0,23.514094999999838
2016-03-16,2027.22,2027.22,2037.3560999999997,2017.0839,0,1973.359,,,1976.7114468673526,1935.1511887211586,1973.359,2047.7186237073233,1898.9993762926765,0.0,23.670254999999816
2016-03-17,2040.59,2040.59,2050.7929499999996,2030.3870499999998,0,1979.4969999999998,,,1982.7951185942713,1939.286044065427,1979.4969999999998,2054.8173214628237,1904.176678537176,0.0,24.034149999999773
2016-03-18,2049.58,2049.58,2059.8278999999998,2039.3320999999999,0,1986.087,,,1989.155583490055,1943.6112972393316,1986.087,2061.733745809578,1910.440254190422,0.0,24.083739999999786
2016-03-21,2051.6,2051.6,2061.8579999999997,2041.3419999999999,0,1991.3919999999998,,,1995.1026707767164,1947.8461483279855,1991.3919999999998,2069.882135243394,1912.9018647566058,0.0,24.133579999999778
2016-03-22,2049.8,2049.8,2060.049,2039.5510000000002,0,1997.8185,,,2000.311940226553,1951.8443385896333,1997.8185,2073.116829966802,1922.520170033198,0.0,22.94374999999975
2016-03-23,2036.71,2036.71,2046.8935499999998,2026.52645,0,2003.164,,,2003.7784221097384,1955.1724037429808,2003.164,2073.120795509047,1933.2072044909528,0.0,23.276474999999778
2016-03-24,2035.94,2035.94,2046.1196999999997,2025.7603000000001,0,2007.3760000000002,,,2006.8414295278585,1958.3397604589422,2007.3760000000002,2074.3672514005407,1940.3847485994595,0.0,23.322844999999756
2016-03-28,2037.05,2037.05,2047.2352499999997,2026.86475,0,2011.8259999999998,,,2009.718436239491,1961.4264365193758,2011.8259999999998,2073.865213202109,1949.7867867978907,0.0,21.086799999999744
2016-03-29,2055.01,2055.01,2065.28505,2044.7349500000003,0,2017.9650000000001,,,2014.0319185023968,1965.0963801852827,2017.9650000000001,2070.3957906723354,1965.5342093276652,0.0,21.890664999999785
2016-03-30,2063.95,2063.95,2074.2697499999995,2053.6302499999997,0,2022.2449999999997,,,2018.7860215021685,1968.9729927270364,2022.2449999999997,2075.033747006594,1969.4562529934055,0.0,21.938684999999804
2016-03-31,2059.74,2059.74,2070.0386999999996,2049.4413,0,2025.9095000000002,,,2022.686400406724,1972.532483208329,2025.9095000000002,2078.4103629402753,1973.4086370597252,0.0,21.8558149999998
2016-04-01,2072.78,2072.78,2083.1439,2062.4161000000004,0,2029.8785,1958.3457999999998,,2027.4572194156076,1976.4637583766298,2029.8785,2084.008042191807,1975.7489578081934,0.0,21.838909999999874
2016-04-04,2066.13,2066.13,2076.46065,2055.7993500000002,0,2033.1855,1962.2885999999999,,2031.1403413760258,1979.9800815775463,2033.1855,2087.7066860221603,1978.6643139778398,0.0,21.85545999999986
2016-04-05,2045.17,2045.17,2055.39585,2034.94415,0,2035.3560000000002,1965.0539999999999,,2032.4764993402139,1982.5365489666622,2035.3560000000002,2088.0347752724983,1982.677224727502,0.0,22.92244499999988
2016-04-06,2066.66,2066.66,2076.9932999999996,2056.3266999999996,0,2039.7259999999999,1968.8455999999999,,2035.732070831622,1985.8355078307147,2039.7259999999999,2087.038499027322,1992.4135009726779,0.0,24.054974999999853
2016-04-07,2041.91,2041.91,2052.11955,2031.70045,0,2042.3585000000003,1971.6112,,2036.3204450381343,1988.0345075236278,2042.3585000000003,2083.2745790810686,2001.4424209189322,0.0,25.223574999999823
2016-04-08,2047.6,2047.6,2057.8379999999997,2037.3619999999999,0,2045.2600000000002,1974.9042,,2037.394688367836,1990.3704091893678,2045.2600000000002,2077.7839014944525,2012.7360985055477,0.0,25.235234999999854
2016-04-11,2041.99,2041.99,2052.1999499999997,2031.78005,0,2046.25,1977.8768,,2037.8323370947087,1992.3947068682162,2046.25,2076.9726499679377,2015.5273500320623,0.0,25.24017499999984
2016-04-12,2061.72,2061.72,2072.0285999999996,2051.4114,0,2048.3540000000003,1980.3064000000002,,2040.1073526094983,1995.1133458145607,2048.3540000000003,2077.1038403839925,2019.6041596160078,0.0,25.420529999999804
2016-04-13,2082.42,2082.42,2092.8320999999996,2072.0079,0,2051.6785,1983.1672,,2044.1371285514508,1998.537136174774,2051.6785,2080.015787523867,2023.3412124761333,0.0,26.46778999999981
2016-04-14,2082.78,2082.78,2093.1938999999998,2072.3661,0,2054.4565,1986.7622000000001,,2047.8174020227411,2001.8407778934106,2054.4565,2083.5805477775175,2025.332452222482,0.0,26.4908299999998
2016-04-15,2080.73,2080.73,2091.1336499999998,2070.32635,0,2056.4635000000003,1990.1262,,2050.951935163432,2004.9344728779827,2056.4635000000003,2087.059179966808,2025.8678200331924,0.0,26.23116999999977
2016-04-18,2094.34,2094.34,2104.8116999999997,2083.8683,0,2058.7015,1993.7040000000002,,2055.084131814534,2008.4405719808071,2058.7015,2093.444247989969,2023.9587520100313,0.0,26.57320999999977
2016-04-19,2100.8,2100.8,2111.304,2090.2960000000003,0,2061.1615,1998.1190000000001,,2059.4380240226737,2012.0625103345012,2061.1615,2100.4561988657138,2021.8668011342868,0.0,25.55542499999974
2016-04-20,2102.4,2102.4,2112.912,2091.888,0,2063.7915000000003,2003.0982000000001,,2063.529640782419,2015.6051569880503,2063.7915000000003,2106.754251688309,2020.8287483116912,0.0,24.475494999999775
2016-04-21,2091.48,2091.48,2101.9374,2081.0226,0,2066.5299999999997,2007.8836,,2066.191579755522,2018.5806410277346,2066.5299999999997,2109.2057626269193,2023.8542373730802,0.0,23.117279999999823
2016-04-22,2091.58,2091.58,2102.0379,2081.1221,0,2069.312,2012.6779999999999,,2068.6095245407105,2021.4433609874313,2069.312,2110.829941131385,2027.7940588686147,0.0,23.16125999999981
2016-04-25,2087.79,2087.79,2098.2289499999997,2077.3510499999998,0,2071.849,2017.8522000000003,,2070.436236489214,2024.0451899683167,2071.849,2111.2113779234583,2032.486622076542,0.0,23.207059999999842
2016-04-26,2091.7,2091.7,2102.1584999999995,2081.2414999999996,0,2073.6835,2022.3906,,2072.4613568235745,2026.6983197734808,2073.6835,2113.1612412434383,2034.2057587565619,0.0,22.29489999999987
2016-04-27,2095.15,2095.15,2105.6257499999997,2084.67425,0,2075.2435,2026.382,,2074.622179983234,2029.382699390207,2075.2435,2115.558665893895,2034.928334106105,0.0,21.278839999999853
2016-04-28,2075.81,2075.81,2086.1890499999995,2065.43095,0,2076.047,2029.3618,,2074.735305699117,2031.2033778454932,2076.047,2115.6962118989795,2036.3977881010208,0.0,22.167964999999914
2016-04-29,2065.3,2065.3,2075.6265,2054.9735,0,2075.673,2032.3111999999999,,2073.8367051563437,2032.5405002829248,2075.673,2115.5921609974016,2035.753839002598,0.0,22.170884999999906
2016-05-02,2081.43,2081.43,2091.83715,2071.02285,0,2076.438,2035.5842000000002,,2074.5598760938346,2034.4577355659474,2076.438,2116.1731280885083,2036.702871911492,0.0,22.4164299999999
2016-05-03,2063.37,2063.37,2073.6868499999996,2053.0531499999997,0,2077.348,2037.9416,,2073.4941736087076,2035.5915498574789,2077.348,2114.8382225007736,2039.8577774992264,0.0,23.153314999999928
2016-05-04,2051.12,2051.12,2061.3756,2040.8644,0,2076.571,2040.5385999999999,,2071.363299931688,2036.2005086865975,2076.571,2115.606219670657,2037.5357803293425,0.0,23.301474999999936
2016-05-05,2050.63,2050.63,2060.88315,2040.37685,0,2077.007,2042.9552,,2069.388699938194,2036.7663710910447,2077.007,2114.5795359383915,2039.4344640616084,0.0,23.21436499999991
2016-05-06,2057.14,2057.14,2067.4257,2046.8543,0,2077.484,2045.0639999999999,,2068.2221570869374,2037.5653369306117,2077.484,2113.7024276446705,2041.2655723553291,0.0,23.179924999999912
2016-05-09,2058.69,2058.69,2068.9834499999997,2048.39655,0,2078.319,2047.2768000000003,,2067.3143326024674,2038.3937550901956,2078.319,2111.7551127808592,2044.8828872191407,0.0,23.150824999999895
2016-05-10,2084.39,2084.39,2094.81195,2073.96805,0,2079.4525000000003,2050.32,,2068.9405866403276,2040.197529400384,2079.4525000000003,2112.0457139368987,2046.8592860631018,0.0,24.671319999999877
2016-05-11,2064.46,2064.46,2074.7823,2054.1377,0,2078.5545,2052.0422,,2068.5138641031535,2041.1489988356632,2078.5545,2111.7868542254837,2045.3221457745165,0.0,25.601399999999877
2016-05-12,2064.11,2064.11,2074.43055,2053.78945,0,2077.621,2053.5954,,2068.0944484742818,2042.0494302538725,2077.621,2111.3980080006104,2043.8439919993898,0.0,24.69360499999984
2016-05-13,2046.61,2046.61,2056.8430499999995,2036.3769499999999,0,2075.915,2054.6596,,2066.04831052435,2042.2282761262697,2075.915,2112.371224073316,2039.4587759266838,0.0,25.383259999999883
2016-05-16,2066.66,2066.66,2076.9932999999996,2056.3266999999996,0,2074.531,2055.993,,2066.1065666648883,2043.1863829448473,2074.531,2110.1337278079654,2038.9282721920345,0.0,25.76787499999989
2016-05-17,2047.21,2047.21,2057.44605,2036.97395,0,2071.8514999999998,2056.902,,2064.3068936491845,2043.344171848971,2071.8514999999998,2107.1954188694785,2036.507581130521,0.0,25.898794999999858
2016-05-18,2047.63,2047.63,2057.86815,2037.3918500000002,0,2069.113,2058.2694,,2062.718618063548,2043.5122435411681,2069.113,2102.945862940291,2035.2801370597085,0.0,25.69586499999982
2016-05-19,2040.04,2040.04,2050.2401999999997,2029.8398,0,2066.541,2059.285,,2060.5587496765434,2043.3760771277891,2066.541,2101.0291379454893,2032.052862054511,0.0,25.6852749999998
2016-05-20,2052.32,2052.32,2062.5816,2042.0584000000001,0,2064.578,2060.54,,2059.774106850206,2043.7268192012093,2064.578,2097.49901654758,2031.6569834524196,0.0,25.882294999999818
2016-05-23,2048.04,2048.04,2058.2801999999997,2037.7998,0,2062.5905,2061.0570000000002,,2058.656572864472,2043.89596354626,2062.5905,2094.3916045653873,2030.7893954346123,0.0,25.87164499999981
2016-05-24,2076.06,2076.06,2086.4402999999998,2065.6797,0,2061.8085,2062.1854000000003,,2060.3140421154744,2045.1572983091519,2061.8085,2091.279476463022,2032.3375235369783,0.0,26.09947999999981
2016-05-25,2090.54,2090.54,2100.9927,2080.0873,0,2061.578,2063.6776,,2063.1927047711433,2046.93701210095,2061.578,2090.004594368095,2033.1514056319052,0.0,25.56751999999983
2016-05-26,2090.1,2090.1,2100.5505,2079.6495,0,2062.2925000000005,2064.9352000000003,,2065.7553043167486,2048.6296782930694,2062.2925000000005,2092.8628088667797,2031.722191133221,0.0,25.59350999999983
2016-05-27,2099.06,2099.06,2109.5552999999995,2088.5647,0,2063.9805,2066.1046,,2068.927180096106,2050.607337967851,2063.9805,2098.697097259278,2029.2639027407222,0.0,24.91926499999977
2016-05-31,2096.96,2096.96,2107.4447999999998,2086.4752,0,2064.757,2067.0522,,2071.5969724679053,2052.4250894200923,2064.757,2101.737801334857,2027.776198665143,0.0,23.977894999999783
