ts,close,fast_ma,slow_ma,position,equity,bench,drawdown
2000-10-25 00:00:00+00:00,1374.0,,,0.0,100000.0,93628.62010221463,0.0
2000-10-26 00:00:00+00:00,1371.0,,,0.0,100000.0,93424.19080068142,0.0
2000-10-27 00:00:00+00:00,1401.0,,,0.0,100000.0,95468.4838160136,0.0
2000-10-30 00:00:00+00:00,1411.25,,,0.0,100000.0,96166.9505962521,0.0
2000-10-31 00:00:00+00:00,1440.75,,,0.0,100000.0,98177.17206132876,0.0
2000-11-01 00:00:00+00:00,1432.5,,,0.0,100000.0,97614.99148211241,0.0
2000-11-02 00:00:00+00:00,1435.0,,,0.0,100000.0,97785.3492333901,0.0
2000-11-03 00:00:00+00:00,1436.75,,,0.0,100000.0,97904.59965928447,0.0
2000-11-06 00:00:00+00:00,1445.5,,,0.0,100000.0,98500.85178875636,0.0
2000-11-07 00:00:00+00:00,1444.0,,,0.0,100000.0,98398.63713798975,0.0
2000-11-08 00:00:00+00:00,1412.0,,,0.0,100000.0,96218.05792163541,0.0
2000-11-09 00:00:00+00:00,1403.5,,,0.0,100000.0,95638.84156729128,0.0
2000-11-10 00:00:00+00:00,1372.25,,,0.0,100000.0,93509.36967632025,0.0
2000-11-13 00:00:00+00:00,1358.75,,,0.0,100000.0,92589.43781942077,0.0
2000-11-14 00:00:00+00:00,1394.0,,,0.0,100000.0,94991.4821124361,0.0
2000-11-15 00:00:00+00:00,1397.5,,,0.0,100000.0,95229.98296422485,0.0
2000-11-16 00:00:00+00:00,1379.25,,,0.0,100000.0,93986.37137989776,0.0
2000-11-17 00:00:00+00:00,1370.5,,,0.0,100000.0,93390.11925042588,0.0
2000-11-20 00:00:00+00:00,1347.75,,,0.0,100000.0,91839.86371379896,0.0
2000-11-21 00:00:00+00:00,1356.0,,,0.0,100000.0,92402.04429301531,0.0
2000-11-22 00:00:00+00:00,1323.0,,,0.0,100000.0,90153.32197614989,0.0
2000-11-24 00:00:00+00:00,1346.5,,,0.0,100000.0,91754.68483816013,0.0
2000-11-27 00:00:00+00:00,1359.0,1410.64,,0.0,100000.0,92606.47359454854,0.0
2000-11-28 00:00:00+00:00,1338.5,1408.06,,0.0,100000.0,91209.54003407154,0.0
2000-11-29 00:00:00+00:00,1335.25,1405.195,,0.0,100000.0,90988.07495741056,0.0
2000-11-30 00:00:00+00:00,1321.0,1402.225,,0.0,100000.0,90017.03577512776,0.0
2000-12-01 00:00:00+00:00,1320.75,1399.25,,0.0,100000.0,90000.0,0.0
2000-12-04 00:00:00+00:00,1329.5,1396.47,,0.0,100000.0,90596.25212947189,0.0
2000-12-05 00:00:00+00:00,1374.25,1394.735,,0.0,100000.0,93645.65587734243,0.0
2000-12-06 00:00:00+00:00,1354.5,1392.965,,0.0,100000.0,92299.82964224873,0.0
2000-12-07 00:00:00+00:00,1337.0,1390.77,,0.0,100000.0,91107.32538330495,0.0
2000-12-08 00:00:00+00:00,1353.25,1388.315,,0.0,100000.0,92214.65076660989,0.0
2000-12-11 00:00:00+00:00,1383.0,1386.895,,0.0,100000.0,94241.90800681431,0.0
2000-12-12 00:00:00+00:00,1378.25,1385.335,,0.0,100000.0,93918.22827938672,0.0
2000-12-13 00:00:00+00:00,1358.0,1383.665,,0.0,100000.0,92538.3304940375,0.0
2000-12-14 00:00:00+00:00,1337.0,1381.4,,0.0,100000.0,91107.32538330495,0.0
2000-12-15 00:00:00+00:00,1332.0,1378.92,,0.0,100000.0,90766.60988074959,0.0
2000-12-18 00:00:00+00:00,1346.0,1377.315,,0.0,100000.0,91720.61328790462,0.0
2000-12-19 00:00:00+00:00,1317.75,1375.34,,0.0,100000.0,89795.57069846679,0.0
2000-12-20 00:00:00+00:00,1280.25,1373.125,,0.0,100000.0,87240.20442930155,0.0
2000-12-21 00:00:00+00:00,1288.5,1371.325,,0.0,100000.0,87802.38500851791,0.0
2000-12-22 00:00:00+00:00,1327.25,1370.99,,0.0,100000.0,90442.930153322,0.0
2000-12-26 00:00:00+00:00,1336.5,1369.995,,0.0,100000.0,91073.25383304943,0.0
2000-12-27 00:00:00+00:00,1350.5,1369.165,,0.0,100000.0,92027.25724020445,0.0
2000-12-28 00:00:00+00:00,1353.0,1369.03,,0.0,100000.0,92197.61499148213,0.0
2000-12-29 00:00:00+00:00,1327.0,1368.495,,0.0,100000.0,90425.89437819422,0.0
2001-01-02 00:00:00+00:00,1300.0,1366.46,,0.0,100000.0,88586.03066439525,0.0
2001-01-03 00:00:00+00:00,1359.0,1365.42,,0.0,100000.0,92606.47359454857,0.0
2001-01-04 00:00:00+00:00,1349.0,1364.06,,0.0,100000.0,91925.04258943784,0.0
2001-01-05 00:00:00+00:00,1304.0,1362.055,,0.0,100000.0,88858.60306643955,0.0
2001-01-08 00:00:00+00:00,1309.5,1360.765,,0.0,100000.0,89233.39011925044,0.0
2001-01-09 00:00:00+00:00,1308.75,1359.52,,0.0,100000.0,89182.28279386714,0.0
2001-01-10 00:00:00+00:00,1327.0,1358.04,,0.0,100000.0,90425.89437819422,0.0
2001-01-11 00:00:00+00:00,1335.0,1356.515,,0.0,100000.0,90971.0391822828,0.0
2001-01-12 00:00:00+00:00,1330.0,1354.3,,0.0,100000.0,90630.32367972743,0.0
2001-01-16 00:00:00+00:00,1335.25,1352.355,,0.0,100000.0,90988.07495741057,0.0
2001-01-17 00:00:00+00:00,1341.5,1350.485,,0.0,100000.0,91413.96933560478,0.0
2001-01-18 00:00:00+00:00,1356.0,1348.87,,0.0,100000.0,92402.04429301532,0.0
2001-01-19 00:00:00+00:00,1348.5,1346.93,,0.0,100000.0,91890.97103918227,0.0
2001-01-22 00:00:00+00:00,1358.0,1345.21,,0.0,100000.0,92538.33049403747,0.0
2001-01-23 00:00:00+00:00,1366.0,1344.29,,0.0,100000.0,93083.47529812605,0.0
2001-01-24 00:00:00+00:00,1370.25,1343.625,,0.0,100000.0,93373.08347529812,0.0
2001-01-25 00:00:00+00:00,1365.0,1343.48,,0.0,100000.0,93015.33219761497,0.0
2001-01-26 00:00:00+00:00,1363.25,1343.57,,0.0,100000.0,92896.0817717206,0.0
2001-01-29 00:00:00+00:00,1370.0,1343.09,,0.0,100000.0,93356.04770017033,0.0
2001-01-30 00:00:00+00:00,1382.75,1342.795,,0.0,100000.0,94224.8722316865,0.0
2001-01-31 00:00:00+00:00,1373.5,1342.68,,0.0,100000.0,93594.54855195907,0.0
2001-02-01 00:00:00+00:00,1382.5,1342.92,,0.0,100000.0,94207.83645655873,0.0
2001-02-02 00:00:00+00:00,1353.25,1343.03,,0.0,100000.0,92214.65076660983,0.0
2001-02-05 00:00:00+00:00,1362.0,1343.15,,0.0,100000.0,92810.90289608172,0.0
2001-02-06 00:00:00+00:00,1356.25,1343.815,,0.0,100000.0,92419.08006814306,0.0
2001-02-07 00:00:00+00:00,1349.5,1343.875,,0.0,100000.0,91959.11413969331,0.0
2001-02-08 00:00:00+00:00,1335.25,1343.4,,0.0,100000.0,90988.07495741051,0.0
2001-02-09 00:00:00+00:00,1321.0,1343.05,,0.0,100000.0,90017.03577512772,0.0
2001-02-12 00:00:00+00:00,1333.75,1343.02,,0.0,100000.0,90885.86030664391,0.0
2001-02-13 00:00:00+00:00,1326.0,1343.12,,0.0,100000.0,90357.75127768308,0.0
2001-02-14 00:00:00+00:00,1319.75,1343.1,,0.0,100000.0,89931.85689948888,0.0
2001-02-15 00:00:00+00:00,1333.0,1343.17,,0.0,100000.0,90834.75298126061,0.0
2001-02-16 00:00:00+00:00,1305.0,1341.785,,0.0,100000.0,88926.74616695056,0.0
2001-02-20 00:00:00+00:00,1285.25,1340.4,,0.0,100000.0,87580.91993185686,0.0
2001-02-21 00:00:00+00:00,1256.5,1338.79,,0.0,100000.0,85621.8057921635,0.0
2001-02-22 00:00:00+00:00,1257.25,1336.87,,0.0,100000.0,85672.9131175468,0.0
2001-02-23 00:00:00+00:00,1247.5,1334.16,,0.0,100000.0,85008.51788756384,0.0
2001-02-26 00:00:00+00:00,1273.25,1332.06,,0.0,100000.0,86763.20272572398,0.0
2001-02-27 00:00:00+00:00,1264.0,1330.18,,0.0,100000.0,86132.87904599655,0.0
2001-02-28 00:00:00+00:00,1242.0,1328.28,,0.0,100000.0,84633.73083475295,0.0
2001-03-01 00:00:00+00:00,1243.5,1326.51,,0.0,100000.0,84735.94548551955,0.0
2001-03-02 00:00:00+00:00,1234.0,1324.27,,0.0,100000.0,84088.58603066436,0.0
2001-03-05 00:00:00+00:00,1243.75,1322.79,,0.0,100000.0,84752.98126064731,0.0
2001-03-06 00:00:00+00:00,1256.75,1322.32,,0.0,100000.0,85638.84156729128,0.0
2001-03-07 00:00:00+00:00,1265.75,1321.865,,0.0,100000.0,86252.12947189095,0.0
2001-03-08 00:00:00+00:00,1265.5,1320.63,,0.0,100000.0,86235.09369676317,0.0
2001-03-09 00:00:00+00:00,1231.75,1318.535,,0.0,100000.0,83935.26405451445,0.0
2001-03-12 00:00:00+00:00,1178.0,1315.085,,0.0,100000.0,80272.57240204427,0.0
2001-03-13 00:00:00+00:00,1196.5,1311.955,,0.0,100000.0,81533.21976149913,0.0
2001-03-14 00:00:00+00:00,1167.0,1308.755,,0.0,100000.0,79522.99829642246,0.0
2001-03-15 00:00:00+00:00,1171.25,1306.18,,0.0,100000.0,79812.60647359451,0.0
2001-03-16 00:00:00+00:00,1169.75,1302.395,,0.0,100000.0,79710.3918228279,0.0
2001-03-19 00:00:00+00:00,1180.5,1299.025,,0.0,100000.0,80442.93015332194,0.0
2001-03-20 00:00:00+00:00,1152.5,1295.995,,0.0,100000.0,78534.92333901189,0.0
2001-03-21 00:00:00+00:00,1132.75,1292.46,,0.0,100000.0,77189.09710391817,0.0
2001-03-22 00:00:00+00:00,1119.0,1288.665,,0.0,100000.0,76252.12947189093,0.0
2001-03-23 00:00:00+00:00,1153.25,1285.19,,0.0,100000.0,78586.03066439519,0.0
2001-03-26 00:00:00+00:00,1166.5,1281.82,,0.0,100000.0,79488.9267461669,0.0
2001-03-27 00:00:00+00:00,1189.75,1279.015,,0.0,100000.0,81073.25383304936,0.0
2001-03-28 00:00:00+00:00,1159.5,1275.5,,0.0,100000.0,79011.9250425894,0.0
2001-03-29 00:00:00+00:00,1161.5,1271.9,,0.0,100000.0,79148.21124361154,0.0
2001-03-30 00:00:00+00:00,1174.0,1268.26,,0.0,100000.0,79999.99999999996,0.0
2001-04-02 00:00:00+00:00,1149.75,1264.285,,0.0,100000.0,78347.52981260644,0.0
2001-04-03 00:00:00+00:00,1108.5,1259.295,,0.0,100000.0,75536.62691652466,0.0
2001-04-04 00:00:00+00:00,1112.5,1254.225,,0.0,100000.0,75809.19931856895,0.0
2001-04-05 00:00:00+00:00,1155.0,1249.92,,0.0,100000.0,78705.28109028957,0.0
2001-04-06 00:00:00+00:00,1140.5,1245.43,,0.0,100000.0,77717.20613287902,0.0
2001-04-09 00:00:00+00:00,1150.25,1241.17,,0.0,100000.0,78381.60136286197,0.0
2001-04-10 00:00:00+00:00,1172.0,1237.21,,0.0,100000.0,79863.71379897781,0.0
2001-04-11 00:00:00+00:00,1173.25,1233.02,,0.0,100000.0,79948.89267461665,0.0
2001-04-12 00:00:00+00:00,1192.25,1229.395,,0.0,100000.0,81243.61158432705,0.0
2001-04-16 00:00:00+00:00,1182.0,1225.385,,0.0,100000.0,80545.14480408854,0.0
2001-04-17 00:00:00+00:00,1195.5,1222.23,,0.0,100000.0,81465.07666098804,0.0
2001-04-18 00:00:00+00:00,1246.25,1219.915,,0.0,100000.0,84923.339011925,0.0
2001-04-19 00:00:00+00:00,1258.75,1217.965,,0.0,100000.0,85775.1277683134,0.0
2001-04-20 00:00:00+00:00,1251.5,1216.005,,0.0,100000.0,85281.09028960812,0.0
2001-04-23 00:00:00+00:00,1226.0,1213.82,,0.0,100000.0,83543.44122657576,0.0
2001-04-24 00:00:00+00:00,1216.5,1211.73,,0.0,100000.0,82896.08177172055,0.0
2001-04-25 00:00:00+00:00,1232.0,1209.695,,0.0,100000.0,83952.2998296422,0.0
2001-04-26 00:00:00+00:00,1240.5,1207.985,,0.0,100000.0,84531.51618398633,0.0
2001-04-27 00:00:00+00:00,1258.0,1206.75,,0.0,100000.0,85724.02044293011,0.0
2001-04-30 00:00:00+00:00,1254.25,1205.175,,0.0,100000.0,85468.48381601358,0.0
2001-05-01 00:00:00+00:00,1272.25,1204.52,,0.0,100000.0,86695.0596252129,0.0
2001-05-02 00:00:00+00:00,1271.0,1204.235,,0.0,100000.0,86609.88074957405,0.0
2001-05-03 00:00:00+00:00,1254.25,1204.19,,0.0,100000.0,85468.48381601357,0.0
2001-05-04 00:00:00+00:00,1272.75,1204.5,,0.0,100000.0,86729.13117546843,0.0
2001-05-07 00:00:00+00:00,1263.5,1204.82,,0.0,100000.0,86098.807495741,0.0
2001-05-08 00:00:00+00:00,1263.5,1204.625,,0.0,100000.0,86098.807495741,0.0
2001-05-09 00:00:00+00:00,1257.75,1204.5,,0.0,100000.0,85706.98466780233,0.0
2001-05-10 00:00:00+00:00,1261.5,1204.89,,0.0,100000.0,85962.52129471887,0.0
2001-05-11 00:00:00+00:00,1251.75,1205.055,,0.0,100000.0,85298.12606473589,0.0
2001-05-14 00:00:00+00:00,1252.0,1205.415,,0.0,100000.0,85315.16183986365,0.0
2001-05-15 00:00:00+00:00,1257.5,1205.69,,0.0,100000.0,85689.94889267455,0.0
2001-05-16 00:00:00+00:00,1288.5,1206.325,,0.0,100000.0,87802.38500851783,0.0
2001-05-17 00:00:00+00:00,1291.5,1206.84,,0.0,100000.0,88006.81431005104,0.0
2001-05-18 00:00:00+00:00,1295.75,1207.445,,0.0,100000.0,88296.4224872231,0.0
2001-05-21 00:00:00+00:00,1314.75,1209.105,,0.0,100000.0,89591.14139693351,0.0
2001-05-22 00:00:00+00:00,1312.5,1211.795,,0.0,100000.0,89437.81942078359,0.0
2001-05-23 00:00:00+00:00,1290.75,1213.68,,0.0,100000.0,87955.70698466775,0.0
2001-05-24 00:00:00+00:00,1294.5,1216.23,,0.0,100000.0,88211.24361158427,0.0
2001-05-25 00:00:00+00:00,1279.5,1218.395,,0.0,100000.0,87189.09710391817,0.0
2001-05-29 00:00:00+00:00,1268.5,1220.37,,0.0,100000.0,86439.52299829636,0.0
2001-05-30 00:00:00+00:00,1250.5,1221.77,,0.0,100000.0,85212.94718909706,0.0
2001-05-31 00:00:00+00:00,1254.5,1223.81,,0.0,100000.0,85485.51959114136,0.0
2001-06-01 00:00:00+00:00,1265.0,1226.455,,0.0,100000.0,86201.02214650762,0.0
2001-06-04 00:00:00+00:00,1269.25,1229.46,,0.0,100000.0,86490.6303236797,0.0
2001-06-05 00:00:00+00:00,1284.5,1232.085,,0.0,100000.0,87529.81260647356,0.0
2001-06-06 00:00:00+00:00,1273.5,1234.225,,0.0,100000.0,86780.23850085174,0.0
2001-06-07 00:00:00+00:00,1277.0,1235.97,,0.0,100000.0,87018.73935264049,0.0
2001-06-08 00:00:00+00:00,1268.75,1238.155,,0.0,100000.0,86456.55877342414,0.0
2001-06-11 00:00:00+00:00,1255.25,1240.03,,0.0,100000.0,85536.62691652466,0.0
2001-06-12 00:00:00+00:00,1253.75,1241.625,,0.0,100000.0,85434.41226575806,0.0
2001-06-13 00:00:00+00:00,1242.0,1243.47,,0.0,100000.0,84633.73083475295,0.0
2001-06-14 00:00:00+00:00,1215.0,1245.6,,0.0,100000.0,82793.86712095396,0.0
2001-06-15 00:00:00+00:00,1207.5,1247.5,,0.0,100000.0,82282.79386712091,0.0
2001-06-18 00:00:00+00:00,1220.25,1248.805,,0.0,100000.0,83151.6183986371,0.0
2001-06-19 00:00:00+00:00,1224.5,1250.485,,0.0,100000.0,83441.22657580917,0.0
2001-06-20 00:00:00+00:00,1229.5,1252.07,,0.0,100000.0,83781.94207836453,0.0
2001-06-21 00:00:00+00:00,1243.0,1253.49,,0.0,100000.0,84701.87393526403,0.0
2001-06-22 00:00:00+00:00,1235.0,1254.725,,0.0,100000.0,84156.72913117544,0.0
2001-06-25 00:00:00+00:00,1223.5,1255.35,,0.0,100000.0,83373.08347529809,0.0
2001-06-26 00:00:00+00:00,1220.75,1256.125,,0.0,100000.0,83185.68994889264,0.0
2001-06-27 00:00:00+00:00,1219.0,1256.595,,0.0,100000.0,83066.43952299828,0.0
2001-06-28 00:00:00+00:00,1227.25,1256.215,,0.0,100000.0,83628.62010221461,0.0
2001-06-29 00:00:00+00:00,1237.75,1255.795,,0.0,100000.0,84344.12265758088,0.0
2001-07-02 00:00:00+00:00,1246.0,1255.685,,0.0,100000.0,84906.30323679723,0.0
2001-07-03 00:00:00+00:00,1245.25,1256.07,1305.9825,0.0,100000.0,84855.19591141393,0.0
2001-07-05 00:00:00+00:00,1222.25,1256.185,1304.75625,0.0,100000.0,83287.90459965925,0.0
2001-07-06 00:00:00+00:00,1193.5,1255.415,1303.33125,0.0,100000.0,81328.7904599659,0.0
2001-07-09 00:00:00+00:00,1200.75,1254.62,1301.9875,0.0,100000.0,81822.82793867118,0.0
2001-07-10 00:00:00+00:00,1186.5,1253.19,1300.5725,0.0,100000.0,80851.78875638839,0.0
2001-07-11 00:00:00+00:00,1185.25,1251.81,1299.15625,0.0,100000.0,80766.60988074954,0.0
2001-07-12 00:00:00+00:00,1214.25,1250.65,1297.9225,0.0,100000.0,82742.75979557066,0.0
2001-07-13 00:00:00+00:00,1225.0,1249.73,1296.8325,0.0,100000.0,83475.2981260647,0.0
2001-07-16 00:00:00+00:00,1210.5,1248.855,1295.65125,0.0,100000.0,82487.22316865415,0.0
2001-07-17 00:00:00+00:00,1220.5,1247.81,1294.37375,0.0,100000.0,83168.65417376488,0.0
2001-07-18 00:00:00+00:00,1212.0,1246.78,1293.16375,0.0,100000.0,82589.43781942075,0.0
2001-07-19 00:00:00+00:00,1223.0,1245.97,1291.9975,0.0,100000.0,83339.01192504256,0.0
2001-07-20 00:00:00+00:00,1214.75,1245.11,1290.86375,0.0,100000.0,82776.83134582621,0.0
2001-07-23 00:00:00+00:00,1192.0,1243.72,1289.5725,0.0,100000.0,81226.57580919929,0.0
2001-07-24 00:00:00+00:00,1178.5,1242.255,1288.185,0.0,100000.0,80306.6439522998,0.0
2001-07-25 00:00:00+00:00,1191.5,1241.045,1287.01125,0.0,100000.0,81192.50425894375,0.0
2001-07-26 00:00:00+00:00,1205.25,1240.0,1285.955,0.0,100000.0,82129.47189097102,0.0
2001-07-27 00:00:00+00:00,1210.0,1238.43,1285.05,0.0,100000.0,82453.15161839861,0.0
2001-07-30 00:00:00+00:00,1209.75,1236.795,1284.20625,0.0,100000.0,82436.11584327085,0.0
2001-07-31 00:00:00+00:00,1215.25,1235.185,1283.5625,0.0,100000.0,82810.90289608174,0.0
2001-08-01 00:00:00+00:00,1221.5,1233.32,1282.73875,0.0,100000.0,83236.79727427596,0.0
2001-08-02 00:00:00+00:00,1226.0,1231.59,1281.90875,0.0,100000.0,83543.44122657579,0.0
2001-08-03 00:00:00+00:00,1219.75,1230.17,1281.20875,0.0,100000.0,83117.54684838158,0.0
2001-08-06 00:00:00+00:00,1203.0,1228.34,1280.455,0.0,100000.0,81976.1499148211,0.0
2001-08-07 00:00:00+00:00,1207.75,1226.905,1279.485,0.0,100000.0,82299.8296422487,0.0
2001-08-08 00:00:00+00:00,1185.5,1225.245,1278.3575,0.0,100000.0,80783.64565587732,0.0
2001-08-09 00:00:00+00:00,1187.75,1223.99,1277.21125,0.0,100000.0,80936.96763202724,0.0
2001-08-10 00:00:00+00:00,1191.25,1222.725,1276.14625,0.0,100000.0,81175.46848381599,0.0
2001-08-13 00:00:00+00:00,1192.5,1221.275,1275.23875,0.0,100000.0,81260.64735945483,0.0
2001-08-14 00:00:00+00:00,1192.25,1219.735,1274.345,0.0,100000.0,81243.61158432705,0.0
2001-08-15 00:00:00+00:00,1181.0,1217.665,1273.245,0.0,100000.0,80477.00170357748,0.0
2001-08-16 00:00:00+00:00,1184.75,1215.89,1272.1125,0.0,100000.0,80732.538330494,0.0
2001-08-17 00:00:00+00:00,1166.0,1213.67,1270.73875,0.0,100000.0,79454.85519591138,0.0
2001-08-20 00:00:00+00:00,1175.75,1211.81,1269.455,0.0,100000.0,80119.25042589434,0.0
2001-08-21 00:00:00+00:00,1156.75,1209.84,1268.06375,0.0,100000.0,78824.53151618395,0.0
2001-08-22 00:00:00+00:00,1167.75,1208.12,1266.71875,0.0,100000.0,79574.10562180575,0.0
2001-08-23 00:00:00+00:00,1163.0,1206.54,1265.30625,0.0,100000.0,79250.42589437815,0.0
2001-08-24 00:00:00+00:00,1187.5,1205.99,1264.02375,0.0,100000.0,80919.93185689945,0.0
2001-08-27 00:00:00+00:00,1180.25,1205.445,1262.865,0.0,100000.0,80425.89437819418,0.0
2001-08-28 00:00:00+00:00,1163.25,1204.305,1261.66375,0.0,100000.0,79267.46166950592,0.0
2001-08-29 00:00:00+00:00,1152.0,1202.855,1260.5625,0.0,100000.0,78500.85178875635,0.0
2001-08-30 00:00:00+00:00,1129.5,1200.855,1259.41625,0.0,100000.0,76967.6320272572,0.0
2001-08-31 00:00:00+00:00,1138.5,1198.765,1258.13875,0.0,100000.0,77580.91993185686,0.0
2001-09-04 00:00:00+00:00,1131.0,1196.685,1256.80625,0.0,100000.0,77069.84667802381,0.0
2001-09-05 00:00:00+00:00,1133.0,1194.875,1255.575,0.0,100000.0,77206.13287904597,0.0
2001-09-06 00:00:00+00:00,1103.5,1192.53,1254.24,0.0,100000.0,75195.91141396931,0.0
2001-09-07 00:00:00+00:00,1083.25,1189.815,1252.9175,0.0,100000.0,73816.01362862009,0.0
2001-09-10 00:00:00+00:00,1095.75,1187.185,1251.61625,0.0,100000.0,74667.8023850085,0.0
2001-09-11 00:00:00+00:00,1095.75,1184.345,1250.48,0.0,100000.0,74667.8023850085,0.0
2001-09-17 00:00:00+00:00,1039.0,1180.205,1248.9425,0.0,100000.0,70800.68143100511,0.0
2001-09-18 00:00:00+00:00,1035.0,1176.0,1247.3225,0.0,100000.0,70528.10902896081,0.0
2001-09-19 00:00:00+00:00,1013.0,1171.815,1245.695,0.0,100000.0,69028.9608177172,0.0
2001-09-20 00:00:00+00:00,980.25,1167.55,1243.92,0.0,100000.0,66797.27427597955,0.0
2001-09-21 00:00:00+00:00,940.0,1162.335,1242.015,0.0,100000.0,64054.514480408856,0.0
2001-09-24 00:00:00+00:00,1007.75,1158.76,1240.45,0.0,100000.0,68671.20954003408,0.0
2001-09-25 00:00:00+00:00,1018.25,1155.42,1238.89375,0.0,100000.0,69386.71209540033,0.0
2001-09-26 00:00:00+00:00,1014.5,1151.425,1237.095,0.0,100000.0,69131.17546848382,0.0
2001-09-27 00:00:00+00:00,1022.5,1147.375,1235.435,0.0,100000.0,69676.32027257241,0.0
2001-09-28 00:00:00+00:00,1043.75,1144.04,1233.96875,0.0,100000.0,71124.36115843272,0.0
2001-10-01 00:00:00+00:00,1043.25,1140.495,1232.41875,0.0,100000.0,71090.28960817718,0.0
2001-10-02 00:00:00+00:00,1055.5,1137.365,1230.78125,0.0,100000.0,71925.04258943784,0.0
2001-10-03 00:00:00+00:00,1074.5,1134.395,1229.2625,0.0,100000.0,73219.76149914823,0.0
2001-10-04 00:00:00+00:00,1075.5,1131.61,1227.85,0.0,100000.0,73287.9045996593,0.0
2001-10-05 00:00:00+00:00,1071.75,1129.205,1226.52375,0.0,100000.0,73032.36797274277,0.0
2001-10-08 00:00:00+00:00,1065.25,1126.94,1225.19,0.0,100000.0,72589.4378194208,0.0
2001-10-09 00:00:00+00:00,1060.0,1124.31,1223.76,0.0,100000.0,72231.68654173765,0.0
2001-10-10 00:00:00+00:00,1083.25,1121.87,1222.5875,0.0,100000.0,73816.01362862012,0.0
2001-10-11 00:00:00+00:00,1099.75,1119.665,1221.685,0.0,100000.0,74940.37478705282,0.0
2001-10-12 00:00:00+00:00,1094.0,1117.35,1220.7125,0.0,100000.0,74548.55195911415,0.0
2001-10-15 00:00:00+00:00,1092.5,1114.895,1219.53875,0.0,100000.0,74446.33730834755,0.0
2001-10-16 00:00:00+00:00,1098.75,1112.44,1218.35,0.0,100000.0,74872.23168654175,0.0
2001-10-17 00:00:00+00:00,1076.0,1109.44,1216.9775,0.0,100000.0,73321.97614991484,0.0
2001-10-18 00:00:00+00:00,1073.75,1106.52,1215.58125,0.0,100000.0,73168.65417376492,0.0
2001-10-19 00:00:00+00:00,1072.5,1103.91,1214.30875,0.0,100000.0,73083.47529812608,0.0
2001-10-22 00:00:00+00:00,1093.5,1101.625,1213.27625,0.0,100000.0,74514.48040885862,0.0
2001-10-23 00:00:00+00:00,1088.25,1099.68,1211.9225,0.0,100000.0,74156.7291311755,0.0
2001-10-24 00:00:00+00:00,1085.0,1097.625,1210.6025,0.0,100000.0,73935.26405451451,0.0
2001-10-25 00:00:00+00:00,1103.0,1095.86,1209.5975,0.0,100000.0,75161.83986371383,0.0
2001-10-26 00:00:00+00:00,1102.0,1094.05,1208.56,0.0,100000.0,75093.69676320275,0.0
2001-10-29 00:00:00+00:00,1073.0,1091.665,1207.38125,0.0,100000.0,73117.54684838164,0.0
2001-10-30 00:00:00+00:00,1059.25,1089.23,1206.0425,0.0,100000.0,72180.57921635438,0.0
